[mea_500kV_1]同期数据---kV/kA		同期电压类型：A相-相电压
TIME		V-local		V-remote		f-local		f-remote		Delta-V		Delta-a		Delta-f		Delta-w
    0.000000,	 0.003\90.000,	 0.004\270.000,	   -1.#IND00,	   -1.#IND00,	   -0.001280,	  180.000003,	   -1.#IND00,	   -1.#IND00
    0.152458,	99.699\346.184,	16.557\ 1.756,	   49.999289,	   -1.#IND00,	   83.142106,	  -15.572822,	   -1.#IND00,	   -1.#IND00
    0.152875,	99.699\353.683,	15.098\ 4.810,	   49.986549,	   -1.#IND00,	   84.601417,	  -11.126712,	   -1.#IND00,	   -1.#IND00
    0.153292,	99.699\ 1.184,	13.424\ 8.596,	   49.998857,	   -1.#IND00,	   86.275213,	   -7.412260,	   -1.#IND00,	   -1.#IND00
    0.153708,	99.699\ 8.684,	11.591\13.921,	   50.008086,	   -1.#IND00,	   88.107786,	   -5.237245,	   -1.#IND00,	   -1.#IND00
    0.154125,	99.699\16.184,	 9.677\21.863,	   50.004150,	   -1.#IND00,	   90.022144,	   -5.679864,	   -1.#IND00,	   -1.#IND00
    0.154542,	99.699\23.683,	 7.824\34.084,	   49.986374,	   -1.#IND00,	   91.875293,	  -10.400103,	   -1.#IND00,	   -1.#IND00
    0.154958,	99.699\31.183,	 6.307\53.017,	   49.993971,	   -1.#IND00,	   93.391919,	  -21.833841,	   -1.#IND00,	   -1.#IND00
    0.155375,	99.699\38.684,	 5.601\79.718,	   50.008533,	   -1.#IND00,	   94.098219,	  -41.034556,	   -1.#IND00,	   -1.#IND00
    0.155792,	99.699\46.184,	 6.083\107.392,	   50.007163,	   -1.#IND00,	   93.616027,	  -61.208191,	   -1.#IND00,	   -1.#IND00
    0.156208,	99.699\53.683,	 7.449\127.857,	   49.987312,	   -1.#IND00,	   92.249861,	  -74.173482,	   -1.#IND00,	   -1.#IND00
    0.156625,	99.699\61.183,	 9.161\141.423,	   49.992727,	   -1.#IND00,	   90.537880,	  -80.239831,	   -1.#IND00,	   -1.#IND00
    0.157042,	99.699\68.684,	10.917\150.497,	   50.005216,	   -1.#IND00,	   88.781559,	  -81.813680,	   -1.#IND00,	   -1.#IND00
    0.157458,	99.699\76.184,	12.569\156.680,	   50.008307,	   -1.#IND00,	   87.130085,	  -80.496256,	   -1.#IND00,	   -1.#IND00
    0.157875,	99.699\83.684,	14.035\160.991,	   49.991432,	   -1.#IND00,	   85.663928,	  -77.307451,	   -1.#IND00,	   -1.#IND00
    0.158292,	99.699\91.184,	15.269\164.142,	   49.991187,	   -1.#IND00,	   84.429726,	  -72.958917,	   -1.#IND00,	   -1.#IND00
    0.158708,	99.699\98.684,	16.241\166.638,	   50.002236,	   -1.#IND00,	   83.458270,	  -67.954896,	   -1.#IND00,	   -1.#IND00
    0.159125,	99.699\106.183,	16.946\168.623,	   50.008921,	   -1.#IND00,	   82.752845,	  -62.439758,	   -1.#IND00,	   -1.#IND00
    0.159542,	99.699\113.683,	17.401\170.146,	   49.992897,	   -1.#IND00,	   82.298219,	  -56.462938,	   -1.#IND00,	   -1.#IND00
    0.159958,	99.699\121.184,	17.607\171.511,	   49.992732,	   -1.#IND00,	   82.092435,	  -50.327076,	   -1.#IND00,	   -1.#IND00
    0.160375,	99.699\128.684,	17.549\172.994,	   50.000755,	   -1.#IND00,	   82.149893,	  -44.310048,	   -1.#IND00,	   -1.#IND00
    0.160792,	99.699\136.183,	17.217\174.640,	   50.005957,	   -1.#IND00,	   82.481855,	  -38.456567,	   -1.#IND00,	   -1.#IND00
    0.161208,	99.699\143.683,	16.614\176.394,	   49.995039,	   -1.#IND00,	   83.085064,	  -32.710563,	   -1.#IND00,	   -1.#IND00
    0.161625,	99.699\151.183,	15.757\178.212,	   49.995191,	   -1.#IND00,	   83.941771,	  -27.028266,	   -1.#IND00,	   -1.#IND00
    0.162042,	99.699\158.684,	14.669\180.254,	   49.999012,	   -1.#IND00,	   85.029716,	  -21.570564,	   -1.#IND00,	   -1.#IND00
    0.162458,	99.699\166.183,	13.372\182.730,	   50.004588,	   -1.#IND00,	   86.326891,	  -16.546664,	   -1.#IND00,	   -1.#IND00
    0.162875,	99.699\173.683,	11.896\185.583,	   49.994898,	   -1.#IND00,	   87.803471,	  -11.899951,	   -1.#IND00,	   -1.#IND00
    0.163292,	99.699\181.183,	10.287\188.908,	   49.996512,	   -1.#IND00,	   89.412360,	   -7.724798,	   -1.#IND00,	   -1.#IND00
    0.163708,	99.699\188.683,	 8.606\193.388,	   50.000768,	   -1.#IND00,	   91.093273,	   -4.704170,	   -1.#IND00,	   -1.#IND00
    0.164125,	99.699\196.183,	 6.920\200.259,	   50.006781,	   -1.#IND00,	   92.778911,	   -4.075798,	   -1.#IND00,	   -1.#IND00
    0.164542,	99.699\203.683,	 5.333\211.674,	   49.996640,	   -1.#IND00,	   94.365687,	   -7.990097,	   -1.#IND00,	   -1.#IND00
    0.164958,	99.699\211.183,	 4.049\231.197,	   49.994281,	   -1.#IND00,	   95.649880,	  -20.013383,	   -1.#IND00,	   -1.#IND00
    0.165375,	99.699\218.683,	 3.465\261.235,	   49.999790,	   -1.#IND00,	   96.234190,	  -42.551471,	   -1.#IND00,	   -1.#IND00
    0.165792,	99.699\226.183,	 3.918\291.690,	   50.007646,	   -1.#IND00,	   95.780554,	  -65.506691,	   -1.#IND00,	   -1.#IND00
    0.166208,	99.699\233.683,	 5.088\311.374,	   49.997563,	   -1.#IND00,	   94.611403,	  -77.690680,	   -1.#IND00,	   -1.#IND00
    0.166625,	99.699\241.183,	 6.498\322.944,	   49.994964,	   -1.#IND00,	   93.201221,	  -81.760762,	   -1.#IND00,	   -1.#IND00
    0.167042,	99.699\248.683,	 7.924\330.249,	   49.997945,	   -1.#IND00,	   91.775088,	  -81.565677,	   -1.#IND00,	   -1.#IND00
    0.167458,	99.699\256.183,	 9.274\335.149,	   50.006641,	   -1.#IND00,	   90.424636,	  -78.965175,	   -1.#IND00,	   -1.#IND00
    0.167875,	99.699\263.683,	10.506\338.561,	   49.999817,	   -1.#IND00,	   89.192755,	  -74.877311,	   -1.#IND00,	   -1.#IND00
    0.168292,	99.699\271.183,	11.590\341.082,	   49.995389,	   -1.#IND00,	   88.108989,	  -69.898368,	   -1.#IND00,	   -1.#IND00
    0.168708,	99.699\278.683,	12.487\343.234,	   49.996508,	   -1.#IND00,	   87.211588,	  -64.550109,	   -1.#IND00,	   -1.#IND00
    0.169125,	99.699\286.183,	13.171\345.197,	   50.006242,	   -1.#IND00,	   86.527664,	  -59.013092,	   -1.#IND00,	   -1.#IND00
    0.169542,	99.699\293.683,	13.638\346.891,	   49.999909,	   -1.#IND00,	   86.060884,	  -53.207705,	   -1.#IND00,	   -1.#IND00
    0.169958,	99.699\301.183,	13.887\348.389,	   49.996684,	   -1.#IND00,	   85.811832,	  -47.205584,	   -1.#IND00,	   -1.#IND00
    0.170375,	99.699\308.683,	13.915\349.831,	   49.996883,	   -1.#IND00,	   85.783589,	  -41.147758,	   -1.#IND00,	   -1.#IND00
    0.170792,	99.699\316.183,	13.724\351.278,	   50.004210,	   -1.#IND00,	   85.975268,	  -35.094244,	   -1.#IND00,	   -1.#IND00
    0.171208,	99.699\323.683,	13.320\352.740,	   49.999941,	   -1.#IND00,	   86.378736,	  -29.056259,	   -1.#IND00,	   -1.#IND00
    0.171625,	99.699\331.183,	12.723\354.168,	   49.998245,	   -1.#IND00,	   86.975567,	  -22.984101,	   -1.#IND00,	   -1.#IND00
    0.172042,	99.699\338.683,	11.953\355.661,	   49.996765,	   -1.#IND00,	   87.745680,	  -16.977073,	   -1.#IND00,	   -1.#IND00
    0.172458,	99.699\346.183,	11.023\357.495,	   50.003717,	   -1.#IND00,	   88.675995,	  -11.311394,	   -1.#IND00,	   -1.#IND00
    0.172875,	99.699\353.683,	 9.947\359.769,	   49.999252,	   -1.#IND00,	   89.751993,	   -6.085597,	   -1.#IND00,	   -1.#IND00
    0.173292,	99.699\ 1.183,	 8.750\ 2.515,	   49.998265,	   -1.#IND00,	   90.948880,	   -1.331172,	   -1.#IND00,	   -1.#IND00
    0.173708,	99.699\ 8.683,	 7.466\ 6.030,	   49.998349,	   -1.#IND00,	   92.232804,	    2.653100,	   -1.#IND00,	   -1.#IND00
    0.174125,	99.699\16.183,	 6.136\10.950,	   50.004098,	   -1.#IND00,	   93.563454,	    5.233737,	   -1.#IND00,	   -1.#IND00
    0.174542,	99.699\23.683,	 4.814\18.600,	   50.000698,	   -1.#IND00,	   94.885189,	    5.083635,	   -1.#IND00,	   -1.#IND00
    0.174958,	99.699\31.183,	 3.595\31.584,	   49.997700,	   -1.#IND00,	   96.103526,	   -0.400750,	   -1.#IND00,	   -1.#IND00
    0.175375,	99.699\38.683,	 2.678\54.549,	   49.997708,	   -1.#IND00,	   97.021195,	  -15.865745,	   -1.#IND00,	   -1.#IND00
    0.175792,	99.699\46.183,	 2.445\88.533,	   50.003991,	   -1.#IND00,	   97.253745,	  -42.349161,	   -1.#IND00,	   -1.#IND00
    0.176208,	99.699\53.683,	 3.030\117.273,	   50.000889,	   -1.#IND00,	   96.668574,	  -63.589365,	   -1.#IND00,	   -1.#IND00
    0.176625,	99.699\61.183,	 4.028\133.734,	   49.998740,	   -1.#IND00,	   95.671209,	  -72.551029,	   -1.#IND00,	   -1.#IND00
    0.177042,	99.699\68.683,	 5.129\143.139,	   49.997163,	   -1.#IND00,	   94.570106,	  -74.456060,	   -1.#IND00,	   -1.#IND00
    0.177458,	99.699\76.183,	 6.204\149.080,	   50.002761,	   -1.#IND00,	   93.494544,	  -72.896434,	   -1.#IND00,	   -1.#IND00
    0.177875,	99.699\83.683,	 7.199\153.131,	   50.001737,	   -1.#IND00,	   92.499883,	  -69.447531,	   -1.#IND00,	   -1.#IND00
    0.178292,	99.699\91.183,	 8.089\155.993,	   49.999354,	   -1.#IND00,	   91.610153,	  -64.809373,	   -1.#IND00,	   -1.#IND00
    0.178708,	99.699\98.683,	 8.849\158.200,	   49.996791,	   -1.#IND00,	   90.849684,	  -59.516591,	   -1.#IND00,	   -1.#IND00
    0.179125,	99.699\106.183,	 9.459\160.071,	   50.002571,	   -1.#IND00,	   90.239841,	  -53.887124,	   -1.#IND00,	   -1.#IND00
    0.179542,	99.699\113.683,	 9.914\161.632,	   50.001187,	   -1.#IND00,	   89.785171,	  -47.948102,	   -1.#IND00,	   -1.#IND00
    0.179958,	99.699\121.183,	10.214\162.941,	   49.999839,	   -1.#IND00,	   89.485396,	  -41.757572,	   -1.#IND00,	   -1.#IND00
    0.180375,	99.699\128.683,	10.357\164.124,	   49.997722,	   -1.#IND00,	   89.342247,	  -35.440231,	   -1.#IND00,	   -1.#IND00
    0.180792,	99.699\136.183,	10.342\165.274,	   50.001634,	   -1.#IND00,	   89.357043,	  -29.090974,	   -1.#IND00,	   -1.#IND00
    0.181208,	99.699\143.683,	10.169\166.468,	   50.000693,	   -1.#IND00,	   89.529819,	  -22.784445,	   -1.#IND00,	   -1.#IND00
    0.181625,	99.699\151.183,	 9.847\167.663,	   50.000528,	   -1.#IND00,	   89.851570,	  -16.479854,	   -1.#IND00,	   -1.#IND00
    0.182042,	99.699\158.683,	 9.392\168.837,	   49.997810,	   -1.#IND00,	   90.307120,	  -10.153828,	   -1.#IND00,	   -1.#IND00
    0.182458,	99.699\166.183,	 8.813\170.149,	   50.001742,	   -1.#IND00,	   90.885726,	   -3.965073,	   -1.#IND00,	   -1.#IND00
    0.182875,	99.699\173.683,	 8.122\171.712,	   50.000365,	   -1.#IND00,	   91.576543,	    1.971348,	   -1.#IND00,	   -1.#IND00
    0.183292,	99.699\181.183,	 7.336\173.561,	   49.999937,	   -1.#IND00,	   92.363205,	    7.622017,	   -1.#IND00,	   -1.#IND00
    0.183708,	99.699\188.683,	 6.473\175.835,	   49.998677,	   -1.#IND00,	   93.226206,	   12.848701,	   -1.#IND00,	   -1.#IND00
    0.184125,	99.699\196.183,	 5.555\178.795,	   50.001379,	   -1.#IND00,	   94.143937,	   17.388000,	   -1.#IND00,	   -1.#IND00
    0.184542,	99.699\203.683,	 4.607\183.027,	   50.001202,	   -1.#IND00,	   95.092399,	   20.656597,	   -1.#IND00,	   -1.#IND00
    0.184958,	99.699\211.183,	 3.659\189.594,	   49.999917,	   -1.#IND00,	   96.039649,	   21.589610,	   -1.#IND00,	   -1.#IND00
    0.185375,	99.699\218.683,	 2.766\200.329,	   49.998465,	   -1.#IND00,	   96.933359,	   18.354858,	   -1.#IND00,	   -1.#IND00
    0.185792,	99.699\226.183,	 2.036\219.301,	   50.001244,	   -1.#IND00,	   97.662934,	    6.882699,	   -1.#IND00,	   -1.#IND00
    0.186208,	99.699\233.683,	 1.705\250.414,	   50.000885,	   -1.#IND00,	   97.993594,	  -16.730492,	   -1.#IND00,	   -1.#IND00
    0.186625,	99.699\241.183,	 1.951\281.998,	   50.000573,	   -1.#IND00,	   97.747903,	  -40.814592,	   -1.#IND00,	   -1.#IND00
    0.187042,	99.699\248.683,	 2.567\301.564,	   49.998693,	   -1.#IND00,	   97.131628,	  -52.880155,	   -1.#IND00,	   -1.#IND00
    0.187458,	99.699\256.183,	 3.302\312.482,	   50.000416,	   -1.#IND00,	   96.396644,	  -56.298969,	   -1.#IND00,	   -1.#IND00
    0.187875,	99.699\263.683,	 4.040\319.058,	   50.001008,	   -1.#IND00,	   95.658540,	  -55.374973,	   -1.#IND00,	   -1.#IND00
    0.188292,	99.699\271.183,	 4.741\323.279,	   50.000953,	   -1.#IND00,	   94.958412,	  -52.096049,	   -1.#IND00,	   -1.#IND00
    0.188708,	99.699\278.683,	 5.377\326.200,	   49.998630,	   -1.#IND00,	   94.321546,	  -47.516807,	   -1.#IND00,	   -1.#IND00
    0.189125,	99.699\286.183,	 5.929\328.443,	   50.000524,	   -1.#IND00,	   93.770445,	  -42.259479,	   -1.#IND00,	   -1.#IND00
    0.189542,	99.699\293.683,	 6.385\330.225,	   50.000591,	   -1.#IND00,	   93.313652,	  -36.541884,	   -1.#IND00,	   -1.#IND00
    0.189958,	99.699\301.183,	 6.745\331.665,	   50.000856,	   -1.#IND00,	   92.953788,	  -30.481538,	   -1.#IND00,	   -1.#IND00
    0.190375,	99.699\308.683,	 7.007\332.874,	   49.999346,	   -1.#IND00,	   92.692431,	  -24.190408,	   -1.#IND00,	   -1.#IND00
    0.190792,	99.699\316.183,	 7.169\333.939,	   50.000314,	   -1.#IND00,	   92.529671,	  -17.756041,	   -1.#IND00,	   -1.#IND00
    0.191208,	99.699\323.683,	 7.230\334.984,	   50.000151,	   -1.#IND00,	   92.468723,	  -11.301081,	   -1.#IND00,	   -1.#IND00
    0.191625,	99.699\331.183,	 7.192\336.034,	   50.001067,	   -1.#IND00,	   92.507278,	   -4.850424,	   -1.#IND00,	   -1.#IND00
    0.192042,	99.699\338.683,	 7.063\337.054,	   49.999366,	   -1.#IND00,	   92.635959,	    1.629100,	   -1.#IND00,	   -1.#IND00
    0.192458,	99.699\346.183,	 6.849\338.146,	   50.000524,	   -1.#IND00,	   92.850063,	    8.037341,	   -1.#IND00,	   -1.#IND00
    0.192875,	99.699\353.683,	 6.553\339.409,	   50.000177,	   -1.#IND00,	   93.145578,	   14.273995,	   -1.#IND00,	   -1.#IND00
    0.193292,	99.699\ 1.183,	 6.185\340.879,	   50.000521,	   -1.#IND00,	   93.514144,	   20.304027,	   -1.#IND00,	   -1.#IND00
    0.193708,	99.699\ 8.683,	 5.753\342.629,	   49.999616,	   -1.#IND00,	   93.946047,	   26.054350,	   -1.#IND00,	   -1.#IND00
    0.194125,	99.699\16.183,	 5.270\344.731,	   50.000109,	   -1.#IND00,	   94.428746,	   31.452276,	   -1.#IND00,	   -1.#IND00
    0.194542,	99.699\23.683,	 4.749\347.377,	   50.000494,	   -1.#IND00,	   94.950269,	   36.305989,	   -1.#IND00,	   -1.#IND00
    0.194958,	99.699\31.183,	 4.200\350.927,	   50.000574,	   -1.#IND00,	   95.499493,	   40.256438,	   -1.#IND00,	   -1.#IND00
    0.195375,	99.699\38.683,	 3.640\355.699,	   49.999637,	   -1.#IND00,	   96.059296,	   42.984256,	   -1.#IND00,	   -1.#IND00
    0.195792,	99.699\46.183,	 3.092\ 2.218,	   50.000124,	   -1.#IND00,	   96.606573,	   43.965409,	   -1.#IND00,	   -1.#IND00
    0.196208,	99.699\53.683,	 2.590\11.510,	   50.000117,	   -1.#IND00,	   97.109472,	   42.173037,	   -1.#IND00,	   -1.#IND00
    0.196625,	99.699\61.183,	 2.179\24.799,	   50.000821,	   -1.#IND00,	   97.520138,	   36.383915,	   -1.#IND00,	   -1.#IND00
    0.197042,	99.699\68.683,	 1.928\42.667,	   49.999987,	   -1.#IND00,	   97.771475,	   26.016133,	   -1.#IND00,	   -1.#IND00
    0.197458,	99.699\76.183,	 1.894\62.955,	   49.999732,	   -1.#IND00,	   97.805250,	   13.228716,	   -1.#IND00,	   -1.#IND00
    0.197875,	99.699\83.683,	 2.068\81.224,	   50.000068,	   -1.#IND00,	   97.630924,	    2.459492,	   -1.#IND00,	   -1.#IND00
    0.198292,	99.699\91.183,	 2.389\95.127,	   50.000952,	   -1.#IND00,	   97.310036,	   -3.943596,	   -1.#IND00,	   -1.#IND00
    0.198708,	99.699\98.683,	 2.788\105.032,	   49.999946,	   -1.#IND00,	   96.910830,	   -6.348270,	   -1.#IND00,	   -1.#IND00
    0.199125,	99.699\106.183,	 3.209\112.167,	   49.999969,	   -1.#IND00,	   96.489931,	   -5.984101,	   -1.#IND00,	   -1.#IND00
    0.199542,	99.699\113.683,	 3.621\117.512,	   49.999868,	   -1.#IND00,	   96.077764,	   -3.828939,	   -1.#IND00,	   -1.#IND00
    0.199958,	99.699\121.183,	 4.008\121.697,	   50.000671,	   -1.#IND00,	   95.690742,	   -0.513788,	   -1.#IND00,	   -1.#IND00
    0.200375,	99.699\128.683,	 4.359\125.136,	   50.000350,	   -1.#IND00,	   95.339809,	    3.547550,	   -1.#IND00,	   -1.#IND00
    0.200792,	99.699\136.183,	 4.669\128.085,	   50.000004,	   -1.#IND00,	   95.029726,	    8.098622,	   -1.#IND00,	   -1.#IND00
    0.201208,	99.699\143.683,	 4.930\130.770,	   49.999639,	   -1.#IND00,	   94.768923,	   12.913774,	   -1.#IND00,	   -1.#IND00
    0.201625,	99.699\151.183,	 5.136\133.333,	   50.000762,	   -1.#IND00,	   94.562795,	   17.850175,	   -1.#IND00,	   -1.#IND00
    0.202042,	99.699\158.683,	 5.291\135.818,	   50.000237,	   -1.#IND00,	   94.407540,	   22.865580,	   -1.#IND00,	   -1.#IND00
    0.202458,	99.699\166.183,	 5.396\138.315,	   50.000112,	   -1.#IND00,	   94.302728,	   27.868387,	   -1.#IND00,	   -1.#IND00
    0.202875,	99.699\173.683,	 5.450\140.925,	   49.999854,	   -1.#IND00,	   94.249450,	   32.758287,	   -1.#IND00,	   -1.#IND00
    0.203292,	99.699\181.183,	 5.454\143.703,	   50.000412,	   -1.#IND00,	   94.245192,	   37.479867,	   -1.#IND00,	   -1.#IND00
    0.203708,	99.699\188.683,	 5.412\146.717,	   50.000219,	   -1.#IND00,	   94.287296,	   41.966352,	   -1.#IND00,	   -1.#IND00
    0.204125,	99.699\196.183,	 5.329\149.997,	   49.999821,	   -1.#IND00,	   94.369525,	   46.186225,	   -1.#IND00,	   -1.#IND00
    0.204542,	99.699\203.683,	 5.214\153.591,	   49.999988,	   -1.#IND00,	   94.485077,	   50.092316,	   -1.#IND00,	   -1.#IND00
    0.204958,	99.699\211.183,	 5.069\157.619,	   50.000408,	   -1.#IND00,	   94.630140,	   53.564078,	   -1.#IND00,	   -1.#IND00
    0.205375,	99.699\218.683,	 4.902\162.133,	   50.000233,	   -1.#IND00,	   94.797305,	   56.550413,	   -1.#IND00,	   -1.#IND00
    0.205792,	99.699\226.183,	 4.722\167.148,	   49.999977,	   -1.#IND00,	   94.976886,	   59.035485,	   -1.#IND00,	   -1.#IND00
    0.206208,	99.699\233.683,	 4.539\172.739,	   49.999716,	   -1.#IND00,	   95.160089,	   60.944535,	   -1.#IND00,	   -1.#IND00
    0.206625,	99.699\241.183,	 4.361\178.948,	   50.000392,	   -1.#IND00,	   95.337492,	   62.235702,	   -1.#IND00,	   -1.#IND00
    0.207042,	99.699\248.683,	 4.199\185.807,	   50.000534,	   -1.#IND00,	   95.499683,	   62.875985,	   -1.#IND00,	   -1.#IND00
    0.207458,	99.699\256.183,	 4.061\193.307,	   49.999826,	   -1.#IND00,	   95.637616,	   62.875947,	   -1.#IND00,	   -1.#IND00
    0.207875,	99.699\263.683,	 3.955\201.312,	   49.999652,	   -1.#IND00,	   95.744372,	   62.371171,	   -1.#IND00,	   -1.#IND00
    0.208292,	99.699\271.183,	 3.885\209.720,	   50.000457,	   -1.#IND00,	   95.813718,	   61.462992,	   -1.#IND00,	   -1.#IND00
    0.208708,	99.699\278.683,	 3.858\218.427,	   50.000426,	   -1.#IND00,	   95.840829,	   60.256641,	   -1.#IND00,	   -1.#IND00
    0.209125,	99.699\286.183,	 3.872\227.229,	   50.000004,	   -1.#IND00,	   95.827161,	   58.954597,	   -1.#IND00,	   -1.#IND00
    0.209542,	99.699\293.683,	 3.923\235.963,	   49.999670,	   -1.#IND00,	   95.775783,	   57.720259,	   -1.#IND00,	   -1.#IND00
    0.209958,	99.699\301.183,	 4.008\244.511,	   50.000200,	   -1.#IND00,	   95.691182,	   56.671898,	   -1.#IND00,	   -1.#IND00
    0.210375,	99.699\308.683,	 4.120\252.797,	   50.000579,	   -1.#IND00,	   95.579455,	   55.886345,	   -1.#IND00,	   -1.#IND00
    0.210792,	99.699\316.183,	 4.256\260.804,	   50.000101,	   -1.#IND00,	   95.443186,	   55.379618,	   -1.#IND00,	   -1.#IND00
    0.211208,	99.699\323.683,	 4.410\268.528,	   49.999549,	   -1.#IND00,	   95.288976,	   55.155805,	   -1.#IND00,	   -1.#IND00
    0.211625,	99.699\331.183,	 4.575\275.985,	   50.000267,	   -1.#IND00,	   95.124397,	   55.198339,	   -1.#IND00,	   -1.#IND00
    0.212042,	99.699\338.683,	 4.750\283.201,	   50.000490,	   -1.#IND00,	   94.949360,	   55.482820,	   -1.#IND00,	   -1.#IND00
    0.212458,	99.699\346.183,	 4.934\290.200,	   50.000084,	   -1.#IND00,	   94.765232,	   55.982949,	   -1.#IND00,	   -1.#IND00
    0.212875,	99.699\353.683,	 5.128\296.999,	   49.999754,	   -1.#IND00,	   94.570667,	   56.684562,	   -1.#IND00,	   -1.#IND00
    0.213292,	99.699\ 1.183,	 5.361\303.485,	   50.000127,	   -1.#IND00,	   94.338221,	   57.698090,	   -1.#IND00,	   -1.#IND00
    0.213708,	99.699\ 8.683,	 5.665\309.516,	   50.000386,	   -1.#IND00,	   94.034092,	   59.167212,	   -1.#IND00,	   -1.#IND00
    0.214125,	99.699\16.183,	 6.047\315.151,	   49.999934,	   -1.#IND00,	   93.652088,	   61.032540,	   -1.#IND00,	   -1.#IND00
    0.214542,	99.699\23.683,	 6.484\320.638,	   49.999802,	   -1.#IND00,	   93.214958,	   63.045551,	   -1.#IND00,	   -1.#IND00
    0.214958,	99.699\31.183,	 6.937\326.261,	   50.000104,	   -1.#IND00,	   92.762063,	   64.922483,	   -1.#IND00,	   -1.#IND00
    0.215375,	99.699\38.683,	 7.370\332.151,	   50.000358,	   -1.#IND00,	   92.329430,	   66.532173,	   -1.#IND00,	   -1.#IND00
    0.215792,	99.699\46.183,	 7.749\338.359,	   50.000089,	   -1.#IND00,	   91.950121,	   67.823940,	   -1.#IND00,	   -1.#IND00
    0.216208,	99.699\53.683,	 8.039\345.001,	   49.999684,	   -1.#IND00,	   91.659714,	   68.682582,	   -1.#IND00,	   -1.#IND00
    0.216625,	99.699\61.183,	 8.219\352.033,	   50.000014,	   -1.#IND00,	   91.479628,	   69.150038,	   -1.#IND00,	   -1.#IND00
    0.217042,	99.699\68.683,	 8.283\359.185,	   50.000522,	   -1.#IND00,	   91.415870,	   69.498132,	   -1.#IND00,	   -1.#IND00
    0.217458,	99.699\76.183,	 8.229\ 6.229,	   50.000042,	   -1.#IND00,	   91.469904,	   69.954071,	   -1.#IND00,	   -1.#IND00
    0.217875,	99.699\83.683,	 8.062\13.135,	   49.999658,	   -1.#IND00,	   91.637399,	   70.548451,	   -1.#IND00,	   -1.#IND00
    0.218292,	99.699\91.183,	 7.796\20.081,	   50.000058,	   -1.#IND00,	   91.902497,	   71.101996,	   -1.#IND00,	   -1.#IND00
    0.218708,	99.699\98.683,	 7.459\27.291,	   50.000411,	   -1.#IND00,	   92.240116,	   71.392304,	   -1.#IND00,	   -1.#IND00
    0.219125,	99.699\106.183,	 7.071\34.822,	   50.000135,	   -1.#IND00,	   92.627926,	   71.361533,	   -1.#IND00,	   -1.#IND00
    0.219542,	99.699\113.683,	 6.661\42.742,	   49.999736,	   -1.#IND00,	   93.038379,	   70.941349,	   -1.#IND00,	   -1.#IND00
    0.219958,	99.699\121.183,	 6.282\51.373,	   49.999895,	   -1.#IND00,	   93.416703,	   69.810428,	   -1.#IND00,	   -1.#IND00
    0.220375,	99.699\128.683,	 5.997\60.988,	   50.000458,	   -1.#IND00,	   93.702283,	   67.695223,	   -1.#IND00,	   -1.#IND00
    0.220792,	99.699\136.183,	 5.834\71.472,	   50.000198,	   -1.#IND00,	   93.865476,	   64.711035,	   -1.#IND00,	   -1.#IND00
    0.221208,	99.699\143.683,	 5.792\82.422,	   49.999671,	   -1.#IND00,	   93.906797,	   61.261020,	   -1.#IND00,	   -1.#IND00
    0.221625,	99.699\151.183,	 5.865\93.384,	   49.999971,	   -1.#IND00,	   93.833734,	   57.798822,	   -1.#IND00,	   -1.#IND00
    0.222042,	99.699\158.683,	 6.057\103.943,	   50.000401,	   -1.#IND00,	   93.641811,	   54.740402,	   -1.#IND00,	   -1.#IND00
    0.222458,	99.699\166.183,	 6.348\113.788,	   50.000123,	   -1.#IND00,	   93.351152,	   52.395293,	   -1.#IND00,	   -1.#IND00
    0.222875,	99.699\173.683,	 6.676\122.891,	   49.999818,	   -1.#IND00,	   93.023113,	   50.792369,	   -1.#IND00,	   -1.#IND00
    0.223292,	99.699\181.183,	 7.003\131.277,	   49.999931,	   -1.#IND00,	   92.695830,	   49.905950,	   -1.#IND00,	   -1.#IND00
    0.223708,	99.699\188.683,	 7.331\138.820,	   50.000316,	   -1.#IND00,	   92.367891,	   49.863750,	   -1.#IND00,	   -1.#IND00
    0.224125,	99.699\196.183,	 7.659\145.463,	   50.000036,	   -1.#IND00,	   92.039964,	   50.720156,	   -1.#IND00,	   -1.#IND00
    0.224542,	99.699\203.683,	 7.968\151.383,	   49.999863,	   -1.#IND00,	   91.730641,	   52.300066,	   -1.#IND00,	   -1.#IND00
    0.224958,	99.699\211.183,	 8.230\156.913,	   49.999919,	   -1.#IND00,	   91.469403,	   54.270508,	   -1.#IND00,	   -1.#IND00
    0.225375,	99.699\218.683,	 8.423\162.266,	   50.000246,	   -1.#IND00,	   91.276184,	   56.416873,	   -1.#IND00,	   -1.#IND00
    0.225792,	99.699\226.183,	 8.544\167.431,	   50.000158,	   -1.#IND00,	   91.154651,	   58.752391,	   -1.#IND00,	   -1.#IND00
    0.226208,	99.699\233.683,	 8.590\172.486,	   49.999834,	   -1.#IND00,	   91.108775,	   61.196976,	   -1.#IND00,	   -1.#IND00
    0.226625,	99.699\241.183,	 8.554\177.659,	   49.999821,	   -1.#IND00,	   91.144693,	   63.524471,	   -1.#IND00,	   -1.#IND00
    0.227042,	99.699\248.683,	 8.436\183.033,	   50.000341,	   -1.#IND00,	   91.263212,	   65.649815,	   -1.#IND00,	   -1.#IND00
