[mea_500kV_1]一次侧数据---kV/kA
TIME		Va		Vb		Vc		Ia		Ib		Ic		Vab		Vbc		Vca		freq		P		Q		pf		3I0		3V0
    0.319542,	  280.993983,	  280.993946,	  280.993976,	    1.049991,	    1.049991,	    1.049991	  486.695816,	  486.695805,	  486.695868,	   49.999991,	236872.830784,	   -0.178447,	    1.000000,	    0.000000,	    0.000000
    0.319958,	  280.993978,	  280.993946,	  280.993982,	    1.049991,	    1.049991,	    1.049991	  486.695807,	  486.695814,	  486.695869,	   49.999989,	236872.830774,	   -0.178610,	    1.000000,	    0.000000,	    0.000000
    0.320375,	  280.993972,	  280.993947,	  280.993986,	    1.049991,	    1.049991,	    1.049991	  486.695800,	  486.695824,	  486.695866,	   49.999990,	236872.830833,	   -0.178526,	    1.000000,	   -0.000000,	    0.000000
    0.320792,	  280.993966,	  280.993950,	  280.993989,	    1.049991,	    1.049991,	    1.049991	  486.695794,	  486.695834,	  486.695861,	   49.999990,	236872.830706,	   -0.178526,	    1.000000,	   -0.000000,	    0.000000
    0.321208,	  280.993960,	  280.993954,	  280.993991,	    1.049991,	    1.049991,	    1.049991	  486.695792,	  486.695844,	  486.695855,	   49.999996,	236872.830948,	   -0.178555,	    1.000000,	    0.000000,	    0.000000
    0.321625,	  280.993955,	  280.993959,	  280.993991,	    1.049991,	    1.049991,	    1.049991	  486.695791,	  486.695853,	  486.695846,	   49.999997,	236872.830734,	   -0.178564,	    1.000000,	    0.000000,	    0.000000
    0.322042,	  280.993951,	  280.993965,	  280.993989,	    1.049991,	    1.049991,	    1.049991	  486.695793,	  486.695860,	  486.695836,	   49.999995,	236872.830897,	   -0.178478,	    1.000000,	   -0.000000,	    0.000000
    0.322458,	  280.993948,	  280.993971,	  280.993987,	    1.049991,	    1.049991,	    1.049991	  486.695798,	  486.695866,	  486.695826,	   49.999996,	236872.830850,	   -0.178607,	    1.000000,	    0.000000,	    0.000000
    0.322875,	  280.993946,	  280.993976,	  280.993983,	    1.049991,	    1.049991,	    1.049991	  486.695805,	  486.695869,	  486.695816,	   49.999996,	236872.830888,	   -0.178516,	    1.000000,	   -0.000000,	    0.000000
    0.323292,	  280.993946,	  280.993982,	  280.993978,	    1.049991,	    1.049991,	    1.049991	  486.695814,	  486.695869,	  486.695807,	   49.999995,	236872.830848,	   -0.178536,	    1.000000,	    0.000000,	    0.000000
    0.323708,	  280.993947,	  280.993986,	  280.993972,	    1.049991,	    1.049991,	    1.049991	  486.695824,	  486.695867,	  486.695800,	   49.999996,	236872.830950,	   -0.178593,	    1.000000,	   -0.000000,	    0.000000
    0.324125,	  280.993950,	  280.993989,	  280.993966,	    1.049991,	    1.049991,	    1.049991	  486.695834,	  486.695862,	  486.695794,	   49.999997,	236872.830859,	   -0.178517,	    1.000000,	   -0.000000,	    0.000000
    0.324542,	  280.993954,	  280.993991,	  280.993960,	    1.049991,	    1.049991,	    1.049991	  486.695844,	  486.695855,	  486.695791,	   49.999989,	236872.830926,	   -0.178586,	    1.000000,	    0.000000,	    0.000000
    0.324958,	  280.993959,	  280.993991,	  280.993955,	    1.049991,	    1.049991,	    1.049991	  486.695853,	  486.695846,	  486.695791,	   49.999990,	236872.830910,	   -0.178558,	    1.000000,	   -0.000000,	    0.000000
    0.325375,	  280.993965,	  280.993990,	  280.993951,	    1.049991,	    1.049991,	    1.049991	  486.695860,	  486.695836,	  486.695793,	   49.999990,	236872.830918,	   -0.178589,	    1.000000,	   -0.000000,	    0.000000
    0.325792,	  280.993971,	  280.993987,	  280.993948,	    1.049991,	    1.049991,	    1.049991	  486.695866,	  486.695826,	  486.695798,	   49.999990,	236872.830903,	   -0.178567,	    1.000000,	   -0.000000,	    0.000000
    0.326208,	  280.993976,	  280.993983,	  280.993946,	    1.049991,	    1.049991,	    1.049991	  486.695869,	  486.695816,	  486.695805,	   49.999990,	236872.830911,	   -0.178617,	    1.000000,	   -0.000000,	    0.000000
    0.326625,	  280.993982,	  280.993978,	  280.993946,	    1.049991,	    1.049991,	    1.049991	  486.695869,	  486.695807,	  486.695814,	   49.999990,	236872.830933,	   -0.178566,	    1.000000,	   -0.000000,	    0.000000
    0.327042,	  280.993986,	  280.993972,	  280.993947,	    1.049991,	    1.049991,	    1.049991	  486.695867,	  486.695800,	  486.695824,	   49.999990,	236872.830846,	   -0.178661,	    1.000000,	   -0.000000,	    0.000000
    0.327458,	  280.993989,	  280.993966,	  280.993950,	    1.049991,	    1.049991,	    1.049991	  486.695862,	  486.695794,	  486.695834,	   49.999990,	236872.830934,	   -0.178551,	    1.000000,	   -0.000000,	    0.000000
    0.327875,	  280.993991,	  280.993960,	  280.993954,	    1.049991,	    1.049991,	    1.049991	  486.695855,	  486.695791,	  486.695844,	   49.999996,	236872.830857,	   -0.178704,	    1.000000,	   -0.000000,	    0.000000
    0.328292,	  280.993991,	  280.993955,	  280.993959,	    1.049991,	    1.049991,	    1.049991	  486.695846,	  486.695791,	  486.695853,	   49.999996,	236872.830854,	   -0.178575,	    1.000000,	   -0.000000,	    0.000000
    0.328708,	  280.993990,	  280.993951,	  280.993965,	    1.049991,	    1.049991,	    1.049991	  486.695836,	  486.695793,	  486.695860,	   49.999995,	236872.830848,	   -0.178679,	    1.000000,	   -0.000000,	   -0.000000
    0.329125,	  280.993987,	  280.993948,	  280.993971,	    1.049991,	    1.049991,	    1.049991	  486.695826,	  486.695798,	  486.695865,	   49.999996,	236872.830868,	   -0.178644,	    1.000000,	   -0.000000,	   -0.000000
    0.329542,	  280.993983,	  280.993946,	  280.993976,	    1.049991,	    1.049991,	    1.049991	  486.695816,	  486.695805,	  486.695868,	   49.999996,	236872.830735,	   -0.178677,	    1.000000,	   -0.000000,	   -0.000000
    0.329958,	  280.993978,	  280.993946,	  280.993981,	    1.049991,	    1.049991,	    1.049991	  486.695807,	  486.695814,	  486.695869,	   49.999995,	236872.830875,	   -0.178623,	    1.000000,	   -0.000000,	   -0.000000
    0.330375,	  280.993972,	  280.993947,	  280.993986,	    1.049991,	    1.049991,	    1.049991	  486.695800,	  486.695823,	  486.695866,	   49.999996,	236872.830723,	   -0.178749,	    1.000000,	   -0.000000,	   -0.000000
    0.330792,	  280.993966,	  280.993950,	  280.993989,	    1.049991,	    1.049991,	    1.049991	  486.695794,	  486.695834,	  486.695862,	   49.999997,	236872.830759,	   -0.178599,	    1.000000,	   -0.000000,	   -0.000000
    0.331208,	  280.993960,	  280.993954,	  280.993991,	    1.049991,	    1.049991,	    1.049991	  486.695791,	  486.695843,	  486.695855,	   49.999989,	236872.830747,	   -0.178742,	    1.000000,	   -0.000000,	   -0.000000
    0.331625,	  280.993955,	  280.993959,	  280.993991,	    1.049991,	    1.049991,	    1.049991	  486.695791,	  486.695852,	  486.695846,	   49.999990,	236872.830727,	   -0.178667,	    1.000000,	   -0.000000,	   -0.000000
    0.332042,	  280.993951,	  280.993965,	  280.993989,	    1.049991,	    1.049991,	    1.049991	  486.695793,	  486.695860,	  486.695836,	   49.999990,	236872.830655,	   -0.178680,	    1.000000,	   -0.000000,	   -0.000000
    0.332458,	  280.993948,	  280.993971,	  280.993987,	    1.049991,	    1.049991,	    1.049991	  486.695798,	  486.695865,	  486.695826,	   49.999990,	236872.830740,	   -0.178692,	    1.000000,	    0.000000,	   -0.000000
    0.332875,	  280.993946,	  280.993976,	  280.993983,	    1.049991,	    1.049991,	    1.049991	  486.695805,	  486.695868,	  486.695816,	   49.999991,	236872.830622,	   -0.178700,	    1.000000,	    0.000000,	   -0.000000
    0.333292,	  280.993946,	  280.993981,	  280.993978,	    1.049991,	    1.049991,	    1.049991	  486.695814,	  486.695868,	  486.695807,	   49.999990,	236872.830668,	   -0.178649,	    1.000000,	   -0.000000,	   -0.000000
    0.333708,	  280.993947,	  280.993986,	  280.993972,	    1.049991,	    1.049991,	    1.049991	  486.695823,	  486.695866,	  486.695800,	   49.999990,	236872.830646,	   -0.178716,	    1.000000,	    0.000000,	   -0.000000
    0.334125,	  280.993950,	  280.993989,	  280.993966,	    1.049991,	    1.049991,	    1.049991	  486.695833,	  486.695861,	  486.695794,	   49.999990,	236872.830635,	   -0.178651,	    1.000000,	    0.000000,	   -0.000000
    0.334542,	  280.993954,	  280.993990,	  280.993960,	    1.049991,	    1.049991,	    1.049991	  486.695843,	  486.695854,	  486.695791,	   49.999996,	236872.830615,	   -0.178664,	    1.000000,	    0.000000,	   -0.000000
    0.334958,	  280.993959,	  280.993991,	  280.993955,	    1.049991,	    1.049991,	    1.049991	  486.695852,	  486.695846,	  486.695791,	   49.999996,	236872.830635,	   -0.178673,	    1.000000,	    0.000000,	   -0.000000
    0.335375,	  280.993965,	  280.993989,	  280.993951,	    1.049991,	    1.049991,	    1.049991	  486.695860,	  486.695836,	  486.695793,	   49.999996,	236872.830621,	   -0.178623,	    1.000000,	    0.000000,	   -0.000000
    0.335792,	  280.993971,	  280.993986,	  280.993948,	    1.049991,	    1.049991,	    1.049991	  486.695865,	  486.695826,	  486.695798,	   49.999996,	236872.830615,	   -0.178660,	    1.000000,	    0.000000,	   -0.000000
    0.336208,	  280.993976,	  280.993982,	  280.993946,	    1.049991,	    1.049991,	    1.049991	  486.695868,	  486.695816,	  486.695805,	   49.999996,	236872.830631,	   -0.178605,	    1.000000,	    0.000000,	   -0.000000
    0.336625,	  280.993981,	  280.993977,	  280.993946,	    1.049991,	    1.049991,	    1.049991	  486.695868,	  486.695807,	  486.695814,	   49.999996,	236872.830648,	   -0.178628,	    1.000000,	    0.000000,	   -0.000000
    0.337042,	  280.993986,	  280.993972,	  280.993947,	    1.049991,	    1.049991,	    1.049991	  486.695866,	  486.695799,	  486.695824,	   49.999996,	236872.830629,	   -0.178589,	    1.000000,	    0.000000,	   -0.000000
    0.337458,	  280.993989,	  280.993966,	  280.993950,	    1.049991,	    1.049991,	    1.049991	  486.695861,	  486.695794,	  486.695834,	   49.999996,	236872.830660,	   -0.178597,	    1.000000,	    0.000000,	   -0.000000
    0.337875,	  280.993990,	  280.993960,	  280.993954,	    1.049991,	    1.049991,	    1.049991	  486.695854,	  486.695791,	  486.695844,	   49.999989,	236872.830698,	   -0.178558,	    1.000000,	    0.000000,	   -0.000000
    0.338292,	  280.993991,	  280.993955,	  280.993959,	    1.049991,	    1.049991,	    1.049991	  486.695846,	  486.695791,	  486.695853,	   49.999990,	236872.830653,	   -0.178589,	    1.000000,	    0.000000,	   -0.000000
    0.338708,	  280.993989,	  280.993951,	  280.993965,	    1.049991,	    1.049991,	    1.049991	  486.695836,	  486.695793,	  486.695860,	   49.999990,	236872.830729,	   -0.178505,	    1.000000,	    0.000000,	    0.000000
    0.339125,	  280.993987,	  280.993948,	  280.993971,	    1.049991,	    1.049991,	    1.049991	  486.695826,	  486.695798,	  486.695865,	   49.999990,	236872.830738,	   -0.178589,	    1.000000,	    0.000000,	    0.000000
    0.339542,	  280.993983,	  280.993946,	  280.993976,	    1.049991,	    1.049991,	    1.049991	  486.695816,	  486.695805,	  486.695868,	   49.999990,	236872.830723,	   -0.178483,	    1.000000,	    0.000000,	    0.000000
    0.339958,	  280.993978,	  280.993946,	  280.993982,	    1.049991,	    1.049991,	    1.049991	  486.695807,	  486.695814,	  486.695869,	   49.999990,	236872.830792,	   -0.178539,	    1.000000,	    0.000000,	    0.000000
    0.340375,	  280.993972,	  280.993947,	  280.993986,	    1.049991,	    1.049991,	    1.049991	  486.695800,	  486.695824,	  486.695866,	   49.999990,	236872.830807,	   -0.178499,	    1.000000,	   -0.000000,	    0.000000
    0.340792,	  280.993966,	  280.993950,	  280.993989,	    1.049991,	    1.049991,	    1.049991	  486.695794,	  486.695834,	  486.695861,	   49.999990,	236872.830785,	   -0.178503,	    1.000000,	   -0.000000,	    0.000000
    0.341208,	  280.993960,	  280.993954,	  280.993991,	    1.049991,	    1.049991,	    1.049991	  486.695791,	  486.695844,	  486.695855,	   49.999996,	236872.830868,	   -0.178474,	    1.000000,	    0.000000,	    0.000000
    0.341625,	  280.993955,	  280.993959,	  280.993991,	    1.049991,	    1.049991,	    1.049991	  486.695791,	  486.695853,	  486.695846,	   49.999996,	236872.830857,	   -0.178529,	    1.000000,	   -0.000000,	    0.000000
    0.342042,	  280.993951,	  280.993965,	  280.993990,	    1.049991,	    1.049991,	    1.049991	  486.695793,	  486.695860,	  486.695836,	   49.999996,	236872.830867,	   -0.178439,	    1.000000,	    0.000000,	    0.000000
    0.342458,	  280.993948,	  280.993971,	  280.993987,	    1.049991,	    1.049991,	    1.049991	  486.695798,	  486.695866,	  486.695826,	   49.999995,	236872.830923,	   -0.178523,	    1.000000,	   -0.000000,	    0.000000
    0.342875,	  280.993946,	  280.993977,	  280.993983,	    1.049991,	    1.049991,	    1.049991	  486.695805,	  486.695869,	  486.695816,	   49.999996,	236872.830913,	   -0.178469,	    1.000000,	   -0.000000,	    0.000000
    0.343292,	  280.993946,	  280.993982,	  280.993978,	    1.049991,	    1.049991,	    1.049991	  486.695814,	  486.695869,	  486.695807,	   49.999996,	236872.830923,	   -0.178489,	    1.000000,	   -0.000000,	    0.000000
    0.343708,	  280.993947,	  280.993986,	  280.993972,	    1.049991,	    1.049991,	    1.049991	  486.695824,	  486.695867,	  486.695800,	   49.999996,	236872.830959,	   -0.178497,	    1.000000,	   -0.000000,	    0.000000
    0.344125,	  280.993950,	  280.993989,	  280.993966,	    1.049991,	    1.049991,	    1.049991	  486.695834,	  486.695862,	  486.695794,	   49.999997,	236872.830951,	   -0.178507,	    1.000000,	   -0.000000,	    0.000000
    0.344542,	  280.993954,	  280.993991,	  280.993960,	    1.049991,	    1.049991,	    1.049991	  486.695844,	  486.695855,	  486.695791,	   49.999990,	236872.830960,	   -0.178494,	    1.000000,	   -0.000000,	    0.000000
    0.344958,	  280.993959,	  280.993991,	  280.993955,	    1.049991,	    1.049991,	    1.049991	  486.695853,	  486.695846,	  486.695791,	   49.999990,	236872.830969,	   -0.178537,	    1.000000,	   -0.000000,	    0.000000
    0.345375,	  280.993965,	  280.993990,	  280.993951,	    1.049991,	    1.049991,	    1.049991	  486.695860,	  486.695836,	  486.695793,	   49.999990,	236872.830973,	   -0.178517,	    1.000000,	   -0.000000,	    0.000000
    0.345792,	  280.993971,	  280.993987,	  280.993948,	    1.049991,	    1.049991,	    1.049991	  486.695866,	  486.695826,	  486.695798,	   49.999990,	236872.830956,	   -0.178550,	    1.000000,	   -0.000000,	    0.000000
    0.346208,	  280.993976,	  280.993983,	  280.993946,	    1.049991,	    1.049991,	    1.049991	  486.695869,	  486.695816,	  486.695805,	   49.999990,	236872.830962,	   -0.178553,	    1.000000,	   -0.000000,	    0.000000
    0.346625,	  280.993982,	  280.993978,	  280.993946,	    1.049991,	    1.049991,	    1.049991	  486.695869,	  486.695807,	  486.695814,	   49.999990,	236872.830954,	   -0.178569,	    1.000000,	   -0.000000,	    0.000000
    0.347042,	  280.993986,	  280.993972,	  280.993947,	    1.049991,	    1.049991,	    1.049991	  486.695867,	  486.695800,	  486.695824,	   49.999990,	236872.830934,	   -0.178596,	    1.000000,	   -0.000000,	    0.000000
    0.347458,	  280.993989,	  280.993966,	  280.993950,	    1.049991,	    1.049991,	    1.049991	  486.695862,	  486.695794,	  486.695834,	   49.999990,	236872.830916,	   -0.178588,	    1.000000,	   -0.000000,	    0.000000
    0.347875,	  280.993991,	  280.993961,	  280.993954,	    1.049991,	    1.049991,	    1.049991	  486.695855,	  486.695791,	  486.695844,	   49.999996,	236872.830932,	   -0.178631,	    1.000000,	   -0.000000,	    0.000000
    0.348292,	  280.993991,	  280.993955,	  280.993959,	    1.049991,	    1.049991,	    1.049991	  486.695846,	  486.695791,	  486.695853,	   49.999996,	236872.830860,	   -0.178629,	    1.000000,	   -0.000000,	    0.000000
    0.348708,	  280.993990,	  280.993951,	  280.993965,	    1.049991,	    1.049991,	    1.049991	  486.695836,	  486.695793,	  486.695860,	   49.999996,	236872.830885,	   -0.178640,	    1.000000,	   -0.000000,	   -0.000000
    0.349125,	  280.993987,	  280.993948,	  280.993971,	    1.049991,	    1.049991,	    1.049991	  486.695826,	  486.695798,	  486.695865,	   49.999996,	236872.830844,	   -0.178671,	    1.000000,	   -0.000000,	   -0.000000
    0.349542,	  280.993983,	  280.993946,	  280.993976,	    1.049991,	    1.049991,	    1.049991	  486.695816,	  486.695805,	  486.695868,	   49.999996,	236872.830812,	   -0.178679,	    1.000000,	   -0.000000,	   -0.000000
    0.349958,	  280.993978,	  280.993946,	  280.993981,	    1.049991,	    1.049991,	    1.049991	  486.695807,	  486.695814,	  486.695869,	   49.999996,	236872.830794,	   -0.178669,	    1.000000,	   -0.000000,	   -0.000000
    0.350375,	  280.993972,	  280.993947,	  280.993986,	    1.049991,	    1.049991,	    1.049991	  486.695800,	  486.695823,	  486.695866,	   49.999996,	236872.830794,	   -0.178730,	    1.000000,	   -0.000000,	   -0.000000
    0.350792,	  280.993966,	  280.993950,	  280.993989,	    1.049991,	    1.049991,	    1.049991	  486.695794,	  486.695833,	  486.695862,	   49.999996,	236872.830711,	   -0.178683,	    1.000000,	   -0.000000,	   -0.000000
    0.351208,	  280.993960,	  280.993954,	  280.993991,	    1.049991,	    1.049991,	    1.049991	  486.695791,	  486.695843,	  486.695855,	   49.999989,	236872.830751,	   -0.178724,	    1.000000,	    0.000000,	   -0.000000
    0.351625,	  280.993955,	  280.993959,	  280.993991,	    1.049991,	    1.049991,	    1.049991	  486.695791,	  486.695852,	  486.695846,	   49.999990,	236872.830684,	   -0.178725,	    1.000000,	   -0.000000,	   -0.000000
